,Customer_name,Description,Material Group,Invoice_Quantity,Unit_Weight(Grams),Part_Size,Net_Weight(KG),Sales_Amount_(INR),Material_Cost,Sales_Person,Sub_Group,Sub_Group_Description,clusters,Clus_kmeans,sil_width
901,BENSONS FASTNERS & PRECESSION ENGG,HHB M10X120 GR 10.9 BLACK*,HEX HEAD,300,80.06666667,Heavy,24.02,4955.86,3771,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,9,0,0.811009436
902,FAIRDEAL ENTERPRISES,HHB M10X120 GR 10.9 BLACK*,HEX HEAD,300,80.06666667,Heavy,24.02,4955.86,3771,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,9,0,0.811009436
903,J.M.D. TRADING CO.,SHCS M8X130 12.9 H/T BLACK*,SHCS,200,60,Heavy,12,4941.57,1892,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.823745926
904,SAI HARDWARE STORE,HHS M8X30 GR 10.9 BLACK*,HEX HEAD,2000,15.29,Medium,30.58,4938,5400,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,9,0,0.815350624
905,KUSHAL FASTNERS,HHS M24X70 GR 10.9 BLACK*,HEX HEAD,80,336.875,Extra Heavy,26.95,4932.97,4815.2,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,9,2,0.046046845
906,MANOJ TRADERS,SHCS M8  x  80 12.9 H/T BLACK *,SHCS,500,37,Heavy,18.5,4924.42,2465,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.834043802
907,INDIAN TRADING CORPORATION,SHCS M8  x  80 12.9 H/T BLACK *,SHCS,500,37,Heavy,18.5,4924.42,2465,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.834043802
908,J.M.D. TRADING CO.,SHCS M16X30 12.9 F/T BLACK*,SHCS,200,77.8,Heavy,15.56,4922.52,2372,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.812043006
909,SUNRISE FASTENERS,SHCS M4  x  35 12.9 H/T BLACK *,SHCS,2000,4.15,Extra Light,8.3,4920,1440,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.811363527
910,AMBAY TRADING  CO.,SHCS M16  x  65 12.9 H/T BLACK *,SHCS,200,129.65,Extra Heavy,25.93,4914.12,3966,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.745164673
911,PAWAN HARDWARE,HEX NUT M16X2 GR10*,NUT,800,33.3,Heavy,26.64,4909.82,2984,JYOTI KAWATRA,NUT,ALLOY STEEL,9,0,0.834160188
912,P.P PATEL CORPORATION,HEX NUT M16X2 GR10*,NUT,800,33.3,Heavy,26.64,4909.82,2984,DEEPALI WALIA,NUT,ALLOY STEEL,9,0,0.834160188
913,ARIHANT MACHINERY TOOLS,SHCS M5  x  40 12.9 H/T BLACK *,SHCS,2000,7.09,Medium,14.18,4903.89,2300,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.813954993
914,AMBAY TRADING  CO.,SHCS M12  x  50 12.9 F/T BLACK *,SHCS,500,54.5,Heavy,27.25,4901.1,4155,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.828559159
915,MANOJ TRADERS,CSK M6  x  10 12.9 F/T BLACK *,CSK,2000,2.7,Extra Light,5.4,4883.15,820,JYOTI KAWATRA,CSK,ALLOY STEEL,10,0,0.80955659
916,ARCHANA SALES CORPORATION,SHCS M6  x  65 12.9 H/T BLACK *,SHCS,600,16.5,Medium,9.9,4877.66,1608,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.829753863
917,JAY AMBAY ENTERPRISES,HHS M20X40 GR 10.9 BLACK*,HEX HEAD,160,157.8125,Extra Heavy,25.25,4875.78,4225.6,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,9,0,0.689905055
918,ARCHANA SALES CORPORATION,SHCS M6  x  100 12.9 H/T BLACK *,SHCS,400,24.2,Medium,9.68,4873.73,1576,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.830934871
919,GAUTAM TRADING CO.,SHCS M6X80 12.9 H/T BLACK*,SHCS,500,19.8,Medium,9.9,4865.69,1610,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.830471866
920,AHIRWAL TRADING & MILL STORE,SHCS M12  x  90 12.9 H/T BLACK *,SHCS,250,89.12,Extra Heavy,22.28,4862.51,3397.5,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.802027012
921,KAMBOJ TOOLS SYNDICATE,SHCS M5X8 12.9 F/T BLACK*,SHCS,2000,2.45,Extra Light,4.9,4858,800,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.809317104
922,PAWAN HARDWARE,HEX NUT M30X3.5 GR10*,NUT,100,231.7,Extra Heavy,23.17,4853.3,2990,JYOTI KAWATRA,NUT,ALLOY STEEL,9,0,0.480498751
923,J.M.D. TRADING CO.,HEX NUT M12X1.75 GR8*,NUT,2000,17.3,Medium,34.6,4845.05,2760,JYOTI KAWATRA,NUT,ALLOY STEEL,10,0,0.816572339
924,VISHVA CORPORATION,HEX NUT M12X1.75 GR8*,NUT,2000,17.3,Medium,34.6,4845.05,2760,DEEPALI WALIA,NUT,ALLOY STEEL,10,0,0.816572339
925,KAMBOJ TOOLS SYNDICATE,SHCS M16X110 12.9 H/T BLACK*,SHCS,110,202,Extra Heavy,22.22,4839.7,3389.1,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.576874538
926,S.B. TRADING,SHCS M12  x  40 12.9 F/T BLACK *,SHCS,500,46.5,Heavy,23.25,4827.59,3545,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.832192884
927,S.B. TRADING,SHCS M12  x  40 12.9 F/T BLACK *,SHCS,500,46.5,Heavy,23.25,4827.59,3545,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.832192884
928,S.B. TRADING,SHCS M12  x  40 12.9 F/T BLACK *,SHCS,500,46.5,Heavy,23.25,4827.59,3545,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.832192884
929,PAWAN HARDWARE,SHCS M12  x  40 12.9 F/T BLACK *,SHCS,500,46.5,Heavy,23.25,4827.59,3545,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.832192884
930,SHREE KRISHNA ENTERPRISES,HHS M8X65 GR 10.9 BLACK*,HEX HEAD,1000,26.17,Heavy,26.17,4826,4320,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,9,0,0.832172382
931,NAV BHARAT SUPPLY STORE,SHCS M24  x  100 12.9 H/T BLACK *,SHCS,45,491.7777778,Extra Heavy,22.13,4825.6,3426.75,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,2,0.528053823
932,NAV BHARAT SUPPLY STORE,HHS M16X45 GR 10.9 BLACK*,HEX HEAD,300,97.53333333,Extra Heavy,29.26,4823.46,4983,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,9,0,0.791497121
933,M/S RAJESH ENTERPRISES,HHS M16X90 GR 10.9 BLACK *,HEX HEAD,175,156.4,Extra Heavy,27.37,4818.97,4418.75,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,9,0,0.692908808
934,HI TECH ENTERPRISE,HHS M8X25 GR 10.9 BLACK*,HEX HEAD,2000,13.73,Medium,27.46,4818.66,4940,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,9,0,0.815666942
935,MANOJ TRADERS,HEX NUT M22X2.5 GR10*,NUT,300,79,Heavy,23.7,4817.74,3057,JYOTI KAWATRA,NUT,ALLOY STEEL,9,0,0.812189995
936,S.B. TRADING,SHCS M12X55 12.9 H/T BLACK*,SHCS,400,58.9,Heavy,23.56,4814.57,3144,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.826882137
937,SSK TRADER,SHCS M10  x  30 12.9 F/T BLACK *,SHCS,1000,27.9,Heavy,27.9,4808.83,4250,DEEPALI WALIA,SHCS,ALLOY STEEL,9,0,0.832321585
938,MOHIT SALES AGENCIES,SHCS M10  x  30 12.9 F/T BLACK *,SHCS,1000,27.9,Heavy,27.9,4808.83,4250,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.832321585
939,M Y ENTERPRISES,SHCS M10  x  30 12.9 F/T BLACK *,SHCS,1000,27.9,Heavy,27.9,4808.83,4250,DEEPALI WALIA,SHCS,ALLOY STEEL,9,0,0.832321585
940,S.B. TRADING,SHCS 3/8 BSW X 1-1/4 F/T BLK*,SHCS,1000,23.47,Medium,23.47,4787.9,3580,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.832468192
941,AMBAY TRADING  CO.,SHCS 3/8 BSW x 4 1/2  H/T BLK *,SHCS,200,69.1,Heavy,13.82,4785.78,2110,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.818572339
942,KAMBOJ TOOLS SYNDICATE,SHCS M12X110 12.9 H/T BLACK*,SHCS,175,107.0285714,Extra Heavy,18.73,4780.8,2856,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.779818597
943,SAPANI FASTENERS,SHCS M8  x  55 12.9 H/T BLACK *,SHCS,900,26.9,Heavy,24.21,4776.37,3816,DEEPALI WALIA,SHCS,ALLOY STEEL,9,0,0.833330709
944,M Y ENTERPRISES,SHCS M16  x  60 12.9 F/T BLACK *,SHCS,200,122,Extra Heavy,24.4,4775.39,3722,DEEPALI WALIA,SHCS,ALLOY STEEL,9,0,0.757976553
945,HI TECH ENTERPRISE,HHB M18X75 GR 10.9 BLACK*,HEX HEAD,120,187.9166667,Extra Heavy,22.55,4771.85,3811.2,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,9,0,0.616578727
946,UNIVERSAL PRECISION SCREWS,HHS M12X40 GR 10.9 BLACK*,HEX HEAD,700,44.67142857,Heavy,31.27,4766.72,5432,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,9,0,0.82986701
947,ARCHANA SALES CORPORATION,SHCS M20X75 12.9 H/T BLACK*,SHCS,75,232,Extra Heavy,17.4,4753.02,2813.25,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.47923218
948,KAMBOJ TOOLS SYNDICATE,SHCS M24  x  60 12.9 F/T BLACK *,SHCS,60,330,Extra Heavy,19.8,4750.61,3201,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,2,-0.000377615
949,MANOJ TRADERS,SHCS M5  x  40 12.9 H/T BLACK *,SHCS,2000,7.09,Medium,14.18,4749.8,2300,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.81397644
950,TOOLS SOLUTIONS,SHCS M6  x  25 12.9 F/T BLACK *,SHCS,2000,7.59,Medium,15.18,4749.8,2460,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.814321386
951,S.B. TRADING,SHCS M6  x  25 12.9 F/T BLACK *,SHCS,2000,7.59,Medium,15.18,4749.8,2460,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.814321386
952,GAUTAM TRADING CO.,SHCS M6  x  25 12.9 F/T BLACK *,SHCS,2000,7.59,Medium,15.18,4749.8,2460,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.814321386
953,MAHESH ENGINEERING CORPORATION,HHS M16X30 GR 10.9 BLACK*,HEX HEAD,300,77.9,Heavy,23.37,4743.92,4116,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,9,0,0.812721477
954,SUNSHINE AGENCIES (INDIA) LLP,SSS M8X16 KCP BLK *,SSS,3200,4.4,Extra Light,14.08,4720.32,2176,DEEPALI WALIA,SSS,ALLOY STEEL,10,0,0.784420854
955,NEHAL TOOLS,SHCS M16  x  45 12.9 F/T BLACK *,SHCS,225,97.64444444,Extra Heavy,21.97,4701.29,3348,DEEPALI WALIA,SHCS,ALLOY STEEL,9,0,0.792288539
956,G.M. WELDING & MILLS STORE,HHS M16X40 GR 10.9 BLACK*,HEX HEAD,300,90.96666667,Extra Heavy,27.29,4696.72,4695,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,9,0,0.799383515
957,ARCHANA SALES CORPORATION,HHS M16X40 GR 10.9 BLACK*,HEX HEAD,300,90.96666667,Extra Heavy,27.29,4696.72,4695,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,9,0,0.799383515
958,GAUTAM TRADING CO.,SHCS M24X80 12.9 F/T BLACK*,SHCS,50,399,Extra Heavy,19.95,4693.83,3225.5,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,2,0.337518987
959,GAUTAM TRADING CO.,SHCS M16  x  90 12.9 H/T BLACK *,SHCS,140,170,Extra Heavy,23.8,4690.81,3630.2,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.662169428
960,AMBAY TRADING  CO.,SHCS M10  x  40 12.9 F/T BLACK *,SHCS,800,32.9,Heavy,26.32,4684.72,4016,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.833734643
961,FAIRDEAL ENTERPRISES,HHS M18X50 GR 10.9 BLACK*,HEX HEAD,160,137.6875,Extra Heavy,22.03,4680.2,4022.4,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,9,0,0.73052085
962,V.S ENTERPRISES,SHCS 3/8 BSW X 1-1/4 F/T BLK*,SHCS,1000,23.47,Medium,23.47,4674.8,3580,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.832504567
963,DIVIYA ENTERPRISES,HEX NUT M20X2.5 GR10*,NUT,400,64.6,Heavy,25.84,4668.52,3332,JYOTI KAWATRA,NUT,ALLOY STEEL,9,0,0.823459789
964,DIVIYA ENTERPRISES,HEX NUT M20X2.5 GR10*,NUT,400,64.6,Heavy,25.84,4668.52,3332,JYOTI KAWATRA,NUT,ALLOY STEEL,9,0,0.823459789
965,KAMBOJ TOOLS SYNDICATE,SHCS M16  x  50 12.9 F/T BLACK *,SHCS,210,106,Extra Heavy,22.26,4662.4,3395.7,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.781609886
966,GAUTAM TRADING CO.,SHCS M8  x  50 12.9 H/T BLACK *,SHCS,1000,24.9,Medium,24.9,4657.72,3920,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.832477504
967,JAY AMBAY ENTERPRISES,SHCS M8  x  50 12.9 H/T BLACK *,SHCS,1000,24.9,Medium,24.9,4657.72,3920,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.832477504
968,TOOLS SOLUTIONS,SHCS M10  x  30 12.9 F/T BLACK *,SHCS,1000,27.9,Heavy,27.9,4657.72,4250,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.832351444
969,P.P PATEL CORPORATION,SHCS M10  x  30 12.9 F/T BLACK *,SHCS,1000,27.9,Heavy,27.9,4657.72,4250,DEEPALI WALIA,SHCS,ALLOY STEEL,9,0,0.832351444
970,SUNRISE FASTENERS,SHCS M8  x  80 12.9 H/T BLACK *,SHCS,500,37,Heavy,18.5,4653,2465,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.834195463
971,AMBAY TRADING  CO.,CSK M6  x  12 12.9 F/T BLACK *,CSK,2000,3.05,Extra Light,6.1,4637.6,1000,JYOTI KAWATRA,CSK,ALLOY STEEL,10,0,0.810091409
972,AMBAY TRADING  CO.,SHCS M6  x  25 12.9 F/T BLACK *,SHCS,2000,7.59,Medium,15.18,4637.6,2460,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.814328108
973,AMBAY TRADING  CO.,SHCS M6  x  25 12.9 F/T BLACK *,SHCS,2000,7.59,Medium,15.18,4637.6,2460,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.814328108
974,JAY AMBAY ENTERPRISES,HHS M16X35 GR 10.9 BLACK *,HEX HEAD,300,84.43333333,Extra Heavy,25.33,4595.81,4404,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,9,0,0.80645853
975,KUSHAL FASTNERS,SHCS M20  x  60 12.9 F/T BLACK *,SHCS,90,194,Extra Heavy,17.46,4592.34,2823.3,DEEPALI WALIA,SHCS,ALLOY STEEL,9,0,0.599571557
976,GAUTAM TRADING CO.,HHB M12X50 GR 10.9 BLACK*,HEX HEAD,500,54.38,Heavy,27.19,4579.94,4625,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,9,0,0.828140213
977,S.B. TRADING,SHCS M16  x  55 12.9 F/T BLACK *,SHCS,200,113.45,Extra Heavy,22.69,4577.08,3478,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.771107275
978,HI TECH ENTERPRISE,HHB M16X70 GR 10.9 BLACK*,HEX HEAD,200,137.05,Extra Heavy,27.41,4576.09,4520,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,9,0,0.731651906
979,SNEHAL ENTERPRISES,HEX NUT M12X1.75 GR10*,NUT,1600,17.3,Medium,27.68,4557.73,2768,DEEPALI WALIA,NUT,ALLOY STEEL,10,0,0.824434476
980,GAUTAM TRADING CO.,CSK M16X40 12.9 F/T BLACK*,CSK,200,65.1,Heavy,13.02,4555.49,1986,JYOTI KAWATRA,CSK,ALLOY STEEL,9,0,0.82114686
981,GAUTAM TRADING CO.,SHCS M6  x  60 12.9 H/T BLACK *,SHCS,600,15.4,Medium,9.24,4554.85,1506,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.829354263
982,SANDEEP ENGINEERING,HEX NUT M22X2.5 GR10*,NUT,300,79,Heavy,23.7,4552.2,3057,JYOTI KAWATRA,NUT,ALLOY STEEL,9,0,0.812229742
983,SANDEEP ENGINEERING,HEX NUT 1/2  UNC GR 5*,NUT,1600,17,Medium,27.2,4545.6,3520,JYOTI KAWATRA,NUT,ALLOY STEEL,9,0,0.824336808
984,SANDEEP ENGINEERING,SHCS M10  x  40 12.9 F/T BLACK *,SHCS,800,32.9,Heavy,26.32,4533.6,4016,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.8337672
985,SUNRISE FASTENERS,SHCS 3/8 BSW X 1-1/4 F/T BLK*,SHCS,1000,23.47,Medium,23.47,4524,3580,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.832541587
986,KUSHAL FASTNERS,SHCS M16  x  60 12.9 F/T BLACK *,SHCS,200,122,Extra Heavy,24.4,4516.08,3722,DEEPALI WALIA,SHCS,ALLOY STEEL,9,0,0.757967956
987,S.B. TRADING,SHCS M16  x  50 12.9 F/T BLACK *,SHCS,210,106,Extra Heavy,22.26,4515.9,3395.7,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.781611524
988,SNEHAL ENTERPRISES,HHS M10X30 GR 10.9 BLACK*,HEX HEAD,1000,25.67,Heavy,25.67,4507.25,4490,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,9,0,0.831975537
989,UNIVERSAL PRECISION SCREWS,SHCS M10  x  120 12.9 H/T BLACK *,SHCS,225,83.82222222,Extra Heavy,18.86,4506.39,2515.5,DEEPALI WALIA,SHCS,ALLOY STEEL,9,0,0.807138382
990,HI TECH ENTERPRISE,HHB M16X80 GR 10.9 BLACK*,HEX HEAD,160,152.5625,Extra Heavy,24.41,4505.81,3984,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,9,0,0.701194014
991,SATYOG TRADING CO.,HEX NUT M10X1.5 GR8*,NUT,2888,11.59972299,Medium,33.5,4502.46,2743.6,DEEPALI WALIA,NUT,ALLOY STEEL,10,0,0.794670762
992,HI TECH ENTERPRISE,HHS M20X110 GR 10.9 BLACK*,HEX HEAD,80,301.5,Extra Heavy,24.12,4492.7,3736.8,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,9,0,0.167960285
993,GAUTAM TRADING CO.,SHCS M6X75 12.9 H/T BLACK*,SHCS,500,18.7,Medium,9.35,4491.04,1520,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.83021309
994,DHANKOT ENGINEERING PRIVATE LIMITED,SHCS M4X30 12.9 H/T BLACK*,SHCS,2000,3.65,Extra Light,7.3,4488,1260,DEEPALI WALIA,SHCS,ALLOY STEEL,10,0,0.810857602
995,ROYAL FASTENERS,SHCS M5  x  40 12.9 H/T BLACK *,SHCS,2000,7.09,Medium,14.18,4488,2300,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.813987796
996,NEHAL TOOLS,SHCS M16  x  60 12.9 F/T BLACK *,SHCS,200,122,Extra Heavy,24.4,4479.66,3722,DEEPALI WALIA,SHCS,ALLOY STEEL,9,0,0.757964313
997,KUSHAL FASTNERS,SHCS M16  x  40 12.9 F/T BLACK *,SHCS,225,91.02222222,Extra Heavy,20.48,4477.09,3123,DEEPALI WALIA,SHCS,ALLOY STEEL,9,0,0.799867174
998,INDUSTRIAL AND AUTO HARDWARE,HHS M20X55 GR 10.9 BLACK*,HEX HEAD,120,188.5833333,Extra Heavy,22.63,4459.13,3691.2,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,9,0,0.614790266
999,VIKAS INDUSTRIAL SUPPLERS PVT LTD,HHB M10X40 GR 10.9 BLACK*,HEX HEAD,800,31.8125,Heavy,25.45,4457.7,4360,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,9,0,0.833452879
1000,KISHAN ENTERPRISES,HHS M10X40 GR 10.9 BLACK*,HEX HEAD,800,30.575,Heavy,24.46,4455.16,4168,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,9,0,0.83368078
1001,KISHAN ENTERPRISES,HHB M10X40 GR 10.9 BLACK*,HEX HEAD,800,31.8125,Heavy,25.45,4455.16,4360,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,9,0,0.833453214
1002,KAMBOJ TOOLS SYNDICATE,SHCS M20  x  45 12.9 F/T BLACK *,SHCS,80,160.125,Extra Heavy,12.81,4442.61,2082.4,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.683490733
1003,J.M.D. TRADING CO.,SHCS M12  x  150 12.9 H/T BLACK *,SHCS,100,145,Extra Heavy,14.5,4436.74,2211,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.715477895
1004,SUNSHINE AGENCIES (INDIA) LLP,SHCS M3  x  8 12.9 F/T BLACK *,SHCS,2000,0.87,Extra Light,1.74,4436.49,300,DEEPALI WALIA,SHCS,ALLOY STEEL,10,0,0.807265043
1005,FAIRDEAL ENTERPRISES,HHB M16X70 GR 10.9 BLACK*,HEX HEAD,200,137.05,Extra Heavy,27.41,4432.3,4520,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,9,0,0.731631504
1006,VISHVA CORPORATION,SHCS M5X12 12.9 F/T BLACK*,SHCS,3400,2.95,Extra Light,10.03,4425.95,1632,DEEPALI WALIA,SHCS,ALLOY STEEL,10,0,0.777848842
1007,S.B. TRADING,SHCS M8  x  45 12.9 H/T BLACK *,SHCS,1000,22.9,Medium,22.9,4425.95,3610,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.832433986
1008,STEEL ENGINEERING CORPORATION,HHS M12X65 GR 10.9 BLACK*,HEX HEAD,400,62.4,Heavy,24.96,4422.68,4184,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,9,0,0.824335548
1009,ARCHANA SALES CORPORATION,HHB M12X65 GR 10.9 BLACK*,HEX HEAD,400,67.4,Heavy,26.96,4422.68,4476,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,9,0,0.82076519
1010,SANDEEP ENGINEERING,HHB M27X100 GR 10.9 BLACK*,HEX HEAD,30,593.6666667,Extra Heavy,17.81,4415.76,3714.6,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,9,2,0.586979994
1011,VISHVA CORPORATION,HHB M10 X150 GR10.9 BLACK*,HEX HEAD,200,97.45,Extra Heavy,19.49,4411.34,3028,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,9,0,0.792311065
1012,SAI HARDWARE STORE,HHS M8X25 GR 10.9 BLACK*,HEX HEAD,2000,13.73,Medium,27.46,4410,4940,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,9,0,0.815625528
1013,HI TECH ENTERPRISE,HHS M20X80 GR 10.9 BLACK*,HEX HEAD,100,239.9,Extra Heavy,23.99,4408.91,3801,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,9,0,0.450383531
1014,SANDEEP ENGINEERING,SHCS M16  x  40 12.9 F/T BLACK *,SHCS,225,91.02222222,Extra Heavy,20.48,4404.37,3123,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.799867971
1015,NEHAL TOOLS,SHCS M16X35 12.9 F/T BLACK*,SHCS,225,84.4,Extra Heavy,18.99,4401.02,2895.75,DEEPALI WALIA,SHCS,ALLOY STEEL,9,0,0.806668334
1016,SANDEEP ENGINEERING,SHCS M10  x  30 12.9 F/T BLACK *,SHCS,1000,27.9,Heavy,27.9,4401,4250,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.832371877
1017,SANDEEP ENGINEERING,SHCS M10  x  30 12.9 F/T BLACK *,SHCS,1000,27.9,Heavy,27.9,4401,4250,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.832371877
1018,ARCHANA SALES CORPORATION,SHCS M10  x  60 12.9 H/T BLACK *,SHCS,500,45.7,Heavy,22.85,4377.77,3485,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.832575126
1019,SANDEEP ENGINEERING,HHS M20X120 GR 10.9 BLACK*,HEX HEAD,80,322.125,Extra Heavy,25.77,4376.88,3968.8,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,9,0,0.045061876
1020,ARIHANT MACHINERY TOOLS,SHCS M6  x  20 12.9 F/T BLACK *,SHCS,2000,6.53,Medium,13.06,4372.85,1960,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.813488734
1021,KAMBOJ TOOLS SYNDICATE,SHCS M6  x  20 12.9 F/T BLACK *,SHCS,2000,6.53,Medium,13.06,4372.85,1960,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.813488734
1022,HI TECH ENTERPRISE,HHB 5/8 UNCX 4-1/2 GR 8 H/T BLACK*,HEX HEAD,120,200.5833333,Extra Heavy,24.07,4369.05,861.6,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,10,0,0.580029747
1023,MANOJ TRADERS,SHCS 3/8 BSW x 1  F/T BLK *,SHCS,1000,20.68,Medium,20.68,4368.8,3150,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.83215455
1024,S.B. TRADING,SHCS 1/2 BSW x 1 1/2  F/T BLK *,SHCS,400,47.25,Heavy,18.9,4366.26,2880,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.831876462
1025,S.B. TRADING,SHCS M20  x  130 12.9 H/T BLACK *,SHCS,48,398.5416667,Extra Heavy,19.13,4356.05,2840.16,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,2,0.334822007
1026,FAIRDEAL ENTERPRISES,HHS M20X110 GR 10.9 BLACK*,HEX HEAD,80,301.5,Extra Heavy,24.12,4351.53,3736.8,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,9,0,0.168039271
1027,SUNRISE FASTENERS,SHCS 3/8 BSW X 2-1/2  H/T BLK*,SHCS,500,41.2,Heavy,20.6,4339.5,3140,JYOTI KAWATRA,SHCS,ALLOY STEEL,9,0,0.833753621
1028,HI TECH ENTERPRISE,HHB M24X150 GR 10.9 BLACK*,HEX HEAD,40,619.25,Extra Heavy,24.77,4337.58,4200.8,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,9,2,0.590943899
1029,SANDEEP ENGINEERING,HHB M10X35 GR 8.8 BLACK*,HEX HEAD,1000,28.8,Heavy,28.8,4335,5000,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,9,0,0.83134642
