,Customer_name,Description,Material Group,Invoice_Quantity,Unit_Weight(Grams),Part_Size,Net_Weight(KG),Sales_Amount_(INR),Material_Cost,Sales_Person,Sub_Group,Sub_Group_Description,clusters,Clus_kmeans,sil_width
1629,SANDEEP ENGINEERING,SHCS 1 BSW X 2 F/T BLK*,SHCS,20,318.5,Extra Heavy,6.37,1514.28,1049.8,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.076139186
1630,MS FITWELL BHUBANESHWAR,HHB M30X130 GR 10.9 BLACK*,HEX HEAD,7,911.4285714,Extra Heavy,6.38,1513.37,1317.05,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,10,2,0.509555789
1631,J.P. TRADING COMPANY,CSK M6  x  10 12.9 F/T BLACK *,CSK,600,2.7,Extra Light,1.62,1512.47,246,JYOTI KAWATRA,CSK,ALLOY STEEL,10,0,0.818896614
1632,SANDEEP ENGINEERING,HHB M10X65 GR 10.9 BLACK*,HEX HEAD,200,46.9,Heavy,9.38,1507.2,1534,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,10,0,0.82773725
1633,NEHAL TOOLS,SHCS M16  x  40 12.9 F/T BLACK *,SHCS,75,91.06666667,Extra Heavy,6.83,1504.6,1041,DEEPALI WALIA,SHCS,ALLOY STEEL,10,0,0.793968051
1634,GAJANAND TOOLS TRADERS,HEX NUT M12X1.75 GR8*,NUT,600,17.3,Medium,10.38,1500.67,828,DEEPALI WALIA,NUT,ALLOY STEEL,10,0,0.829300616
1635,GAJANAND TOOLS TRADERS,SHCS M10  x  50 12.9 H/T BLACK *,SHCS,200,39.3,Heavy,7.86,1498.7,1198,DEEPALI WALIA,SHCS,ALLOY STEEL,10,0,0.828836884
1636,V.S ENTERPRISES,SHCS M20  x  80 12.9 H/T BLACK *,SHCS,25,272.8,Extra Heavy,6.82,1493.27,974,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.314298625
1637,SWAROOP ENTERPRISE,SSS M10X20 KCP BLK *,SSS,500,8.72,Medium,4.36,1491.37,275,DEEPALI WALIA,SSS,ALLOY STEEL,10,0,0.823021191
1638,JINDAL PRECISION FASTENERS,SHCS M5X20 12.9 F/T BLACK*,SHCS,1000,4.01,Extra Light,4.01,1491.1,600,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.820903034
1639,M/S PANCHSHEEL ASSOCIATES,SHCS 3/8 BSW X 1-1/4 F/T BLK*,SHCS,300,23.46666667,Medium,7.04,1482.97,1074,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.828923589
1640,VISHVA CORPORATION,SHCS M10X70 12.9 H/T BLACK*,SHCS,150,52.13333333,Heavy,7.82,1482.09,1192.5,DEEPALI WALIA,SHCS,ALLOY STEEL,10,0,0.824677482
1641,GAJANAND TOOLS TRADERS,HHS M12X90 GR 10.9 BLACK*,HEX HEAD,100,80.2,Heavy,8.02,1479.69,1316,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,10,0,0.805627745
1642,KUSHAL FASTNERS,SHCS M16X35 12.9 F/T BLACK*,SHCS,75,84.4,Extra Heavy,6.33,1478.93,965.25,DEEPALI WALIA,SHCS,ALLOY STEEL,10,0,0.800632346
1643,TOOLS SOLUTIONS,SHCS M20  x  200 12.9 H/T BLACK *,SHCS,9,541.1111111,Extra Heavy,4.87,1475.24,787.23,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,2,0.557916048
1644,MAHESH ENGINEERING CORPORATION,SHCS M6  x  25 12.9 F/T BLACK *,SHCS,600,7.583333333,Medium,4.55,1471.17,738,DEEPALI WALIA,SHCS,ALLOY STEEL,10,0,0.823499809
1645,JINDAL PRECISION FASTENERS,SHCS M16  x  50 12.9 F/T BLACK *,SHCS,70,106,Extra Heavy,7.42,1469.74,1131.9,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.775967246
1646,GAJANAND TOOLS TRADERS,SHCS 5/16 BSW X 1-1/4 F/T BLK*,SHCS,400,14.675,Medium,5.87,1464.61,896,DEEPALI WALIA,SHCS,ALLOY STEEL,10,0,0.826436415
1647,SANDEEP ENGINEERING,SHCS M8  x  16 12.9 F/T BLACK *,SHCS,600,12.1,Medium,7.26,1459.8,1146,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.826918458
1648,SANDEEP ENGINEERING,HHB M12X40 GR 10.9 BLACK*,HEX HEAD,200,45.7,Heavy,9.14,1459.2,1594,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,10,0,0.828026159
1649,GAJANAND TOOLS TRADERS,HHS M12X110 GR 10.9 BLACK*,HEX HEAD,75,94.4,Extra Heavy,7.08,1458.63,1149,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,10,0,0.790371142
1650,GAJANAND TOOLS TRADERS,SHCS 5/16 BSW x 2  H/T BLK *,SHCS,300,21.96666667,Medium,6.59,1453.47,1005,DEEPALI WALIA,SHCS,ALLOY STEEL,10,0,0.828349075
1651,VIKAS INDUSTRIAL SUPPLERS PVT LTD,SHCS M10  x  50 12.9 H/T BLACK *,SHCS,200,39.3,Heavy,7.86,1451.61,1198,DEEPALI WALIA,SHCS,ALLOY STEEL,10,0,0.828784233
1652,TOOLS SOLUTIONS,CSK M4X16 12.9 F/T BLACK*,CSK,600,1.533333333,Extra Light,0.92,1447.8,168,JYOTI KAWATRA,CSK,ALLOY STEEL,10,0,0.817673227
1653,GAUTAM TRADING CO.,HHS M12X30 GR 10.9 BLACK*,HEX HEAD,225,37.55555556,Heavy,8.45,1445.89,1503,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,10,0,0.829616863
1654,SHREE JYOTIRLING HARDWARE,HHS M8X25 GR 10.9 BLACK*,HEX HEAD,600,13.73333333,Medium,8.24,1445.6,1482,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,10,0,0.828049803
1655,SANDEEP ENGINEERING,SHCS M14X60 12.9 H/T BLACK*,SHCS,60,84,Extra Heavy,5.04,1441.44,768.6,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.800243669
1656,AHIRWAL TRADING & MILL STORE,SHCS M12X120 12.9 H/T BLACK*,SHCS,50,116,Extra Heavy,5.8,1434.94,884.5,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.760910181
1657,J.M.D. TRADING CO.,SHCS M8X150 12.9 H/T BLACK*,SHCS,50,72,Heavy,3.6,1432.88,567.5,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.809857663
1658,J.M.D. TRADING CO.,SHCS M8X150 12.9 H/T BLACK*,SHCS,50,72,Heavy,3.6,1432.88,567.5,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.809857663
1659,J.M.D. TRADING CO.,SHCS M8X150 12.9 H/T BLACK*,SHCS,50,72,Heavy,3.6,1432.88,567.5,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.809857663
1660,SANDEEP ENGINEERING,SHCS M24  x  120 12.9 H/T BLACK *,SHCS,12,543.3333333,Extra Heavy,6.52,1429.13,1053.48,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,2,0.560081937
1661,GAUTAM TRADING CO.,SHCS M5  x  40 12.9 H/T BLACK *,SHCS,600,7.083333333,Medium,4.25,1424.94,690,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.823025994
1662,SANDEEP ENGINEERING,SHCS M4X50 12.9 H/T BLACK*,SHCS,400,5.65,Extra Light,2.26,1422,352,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.81979482
1663,GAJANAND TOOLS TRADERS,SHCS 3/8 BSW x 3  H/T BLK *,SHCS,150,48.06666667,Heavy,7.21,1422,1099.5,DEEPALI WALIA,SHCS,ALLOY STEEL,10,0,0.825885932
1664,OMKAR ENTERPRISES,HHB M20X120 GR 10.9 BLACK*,HEX HEAD,24,347.5,Extra Heavy,8.34,1421.17,1290.24,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,10,2,0.095222718
1665,GAJANAND TOOLS TRADERS,SHCS 5/8 BSW x 2  F/T BLK *,SHCS,60,102.3333333,Extra Heavy,6.14,1413.34,937.2,DEEPALI WALIA,SHCS,ALLOY STEEL,10,0,0.780093921
1666,ARCHANA SALES CORPORATION,SHCS M16  x  70 12.9 H/T BLACK *,SHCS,50,138,Extra Heavy,6.9,1401.84,1052.5,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.724743079
1667,M Y ENTERPRISES,SHCS M16  x  70 12.9 H/T BLACK *,SHCS,50,138,Extra Heavy,6.9,1401.67,1052.5,DEEPALI WALIA,SHCS,ALLOY STEEL,10,0,0.724742903
1668,BENSONS FASTNERS & PRECESSION ENGG,HHS M8X25 GR 10.9 BLACK*,HEX HEAD,600,13.73333333,Medium,8.24,1400.17,1482,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,10,0,0.82800156
1669,UTKAL VARIETY STORES,SHCS M10  x  30 12.9 F/T BLACK *,SHCS,300,27.9,Heavy,8.37,1397.32,1275,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.8300676
1670,SANDEEP ENGINEERING,SHCS M12  x  35 12.9 F/T BLACK *,SHCS,150,42.93333333,Heavy,6.44,1395.45,889.5,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.826828604
1671,SANDEEP ENGINEERING,SHCS M12  x  35 12.9 F/T BLACK *,SHCS,150,42.93333333,Heavy,6.44,1395.45,889.5,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.826828604
1672,JINDAL PRECISION FASTENERS,SHCS M5X16 12.9 F/T BLACK*,SHCS,1000,3.45,Extra Light,3.45,1388.8,560,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.820259831
1673,M Y ENTERPRISES,SHCS M16X120 12.9 H/T BLACK*,SHCS,30,218,Extra Heavy,6.54,1388.46,997.5,DEEPALI WALIA,SHCS,ALLOY STEEL,10,0,0.524164527
1674,BENSONS FASTNERS & PRECESSION ENGG,HHS M16X20 GR 10.9 BLACK*,HEX HEAD,100,64.8,Heavy,6.48,1388.43,1180,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,10,0,0.817006561
1675,GAJANAND TOOLS TRADERS,SHCS 5/8 BSW x 3  H/T BLK *,SHCS,60,143.3333333,Extra Heavy,8.6,1382.46,1311,DEEPALI WALIA,SHCS,ALLOY STEEL,10,0,0.715275505
1676,GAJANAND TOOLS TRADERS,SHCS 5/16 BSW x 3  H/T BLK *,SHCS,200,31.7,Heavy,6.34,1379.38,966,DEEPALI WALIA,SHCS,ALLOY STEEL,10,0,0.828532075
1677,SANDEEP ENGINEERING,SHCS M16X150 12.9 H/T BLACK*,SHCS,25,266,Extra Heavy,6.65,1377.45,1014.25,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.344286882
1678,SANDEEP ENGINEERING,SHCS M10X80 12.9 H/T BLACK*,SHCS,100,58.5,Heavy,5.85,1374.9,892,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.820182984
1679,GAJANAND TOOLS TRADERS,HHS M12X80 GR 10.9 BLACK*,HEX HEAD,100,73.1,Heavy,7.31,1373.48,1208,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,10,0,0.811267638
1680,GAJANAND TOOLS TRADERS,SHCS M8  x  30 12.9 F/T BLACK *,SHCS,400,16.9,Medium,6.76,1366.27,1064,DEEPALI WALIA,SHCS,ALLOY STEEL,10,0,0.8276172
1681,GAJANAND TOOLS TRADERS,HHS M10X90 GR 10.9 BLACK*,HEX HEAD,100,55.1,Heavy,5.51,1357.42,882,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,10,0,0.821751467
1682,GAJANAND TOOLS TRADERS,HHS M10X100 GR 10.9 BLACK*,HEX HEAD,100,60,Heavy,6,1357.42,954,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,10,0,0.819465282
1683,YES TECHNO LTD,SHCS M8X100 12.9 H/T BLACK*,SHCS,100,45,Heavy,4.5,1355.41,600,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.824745131
1684,KAMBOJ TOOLS SYNDICATE,SHCS M4X45 12.9 H/T BLACK*,SHCS,400,5.15,Extra Light,2.06,1354.47,356,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.819348433
1685,SANDEEP ENGINEERING,SHCS M6  x  25 12.9 F/T BLACK *,SHCS,600,7.583333333,Medium,4.55,1346.4,738,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.823380917
1686,SANDEEP ENGINEERING,SHCS M5X16 12.9 F/T BLACK*,SHCS,1000,3.45,Extra Light,3.45,1344,560,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.820211709
1687,SANDEEP ENGINEERING,SHCS M5X16 12.9 F/T BLACK*,SHCS,1000,3.45,Extra Light,3.45,1344,560,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.820211709
1688,ARCHANA SALES CORPORATION,SHCS M12  x  65 12.9 H/T BLACK *,SHCS,100,66.7,Heavy,6.67,1343.65,1034,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.815580599
1689,SHREE JYOTIRLING HARDWARE,SHCS 1/2 BSW x 3  H/T BLK *,SHCS,75,84.66666667,Extra Heavy,6.35,1340.37,794.25,DEEPALI WALIA,SHCS,STAINLESS STEEL,10,0,0.799982764
1690,V.S ENTERPRISES,SHCS M8  x  35 12.9 F/T BLACK *,SHCS,400,18.9,Medium,7.56,1330.52,1192,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.828567859
1691,J.M.D. TRADING CO.,SHCS M24  x  50 12.9 F/T BLACK *,SHCS,20,300,Extra Heavy,6,1325.94,970,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.180850819
1692,V.S ENTERPRISES,SHCS M16  x  70 12.9 H/T BLACK *,SHCS,50,138,Extra Heavy,6.9,1325.56,1052.5,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.724662688
1693,J.M.D. TRADING CO.,SHCS M8X70 12.9 H/T BLACK*,SHCS,200,33,Heavy,6.6,1322.07,1042,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.828633393
1694,BENSONS FASTNERS & PRECESSION ENGG,HHS M10X100 GR 10.9 BLACK*,HEX HEAD,100,60,Heavy,6,1315.08,954,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,10,0,0.81941393
1695,VISHVA CORPORATION,HEX NUT M5X0.8 GR8*,NUT,3000,1.35,Extra Light,4.05,1314.45,420,DEEPALI WALIA,NUT,ALLOY STEEL,10,0,0.784496398
1696,GAJANAND TOOLS TRADERS,SHCS M10  x  60 12.9 H/T BLACK *,SHCS,150,45.73333333,Heavy,6.86,1313.33,1045.5,DEEPALI WALIA,SHCS,ALLOY STEEL,10,0,0.826329011
1697,VISHVA CORPORATION,SHCS M4  x  12 12.9 F/T BLACK *,SHCS,800,1.95,Extra Light,1.56,1305.56,272,DEEPALI WALIA,SHCS,ALLOY STEEL,10,0,0.818680007
1698,SANDEEP ENGINEERING,HHS M10X35 GR 10.9 BLACK*,HEX HEAD,300,28.13333333,Heavy,8.44,1300.5,1455,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,10,0,0.8301163
1699,PAWAN HARDWARE,HHB M8X40 GR 10.9 BLACK*,HEX HEAD,400,19.525,Medium,7.81,1300.48,1352,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,10,0,0.828895821
1700,SANDEEP ENGINEERING,SHCS M20  x  100 12.9 H/T BLACK *,SHCS,20,291,Extra Heavy,5.82,1300.08,941.4,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.227523092
1701,GAJANAND TOOLS TRADERS,HHS M10X70 GR 10.9 BLACK*,HEX HEAD,150,45.26666667,Heavy,6.79,1298.58,1105.5,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,10,0,0.826486388
1702,GAJANAND TOOLS TRADERS,HHS M12X75 GR 10.9 BLACK*,HEX HEAD,100,69.5,Heavy,6.95,1295.14,1154,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,10,0,0.813757121
1703,M/S WELDOLLOYS,HHB M12X75 GR 10.9 BLACK*,HEX HEAD,100,76.1,Heavy,7.61,1295.14,1248,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,10,0,0.808831542
1704,SANDEEP ENGINEERING,SHCS M12  x 70 12.9 H/T BLACK *,SHCS,100,71.3,Heavy,7.13,1294.8,1087,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.812387308
1705,VISHVA CORPORATION,HEX NUT M36X4 GR10*,NUT,15,398,Extra Heavy,5.97,1292.88,770.4,DEEPALI WALIA,NUT,ALLOY STEEL,10,2,0.318440004
1706,KAMBOJ TOOLS SYNDICATE,SHCS M3  x  12 12.9 F/T BLACK *,SHCS,600,0.966666667,Extra Light,0.58,1290.22,108,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.816921473
1707,KAMBOJ TOOLS SYNDICATE,SHCS M3  x  10 12.9 F/T BLACK *,SHCS,600,0.966666667,Extra Light,0.58,1290.22,96,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.816903511
1708,KAMBOJ TOOLS SYNDICATE,SHCS M3  x  16 12.9 F/T BLACK *,SHCS,600,1.216666667,Extra Light,0.73,1286.29,126,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.817178149
1709,KAMBOJ TOOLS SYNDICATE,SHCS M3  x  16 12.9 F/T BLACK *,SHCS,600,1.216666667,Extra Light,0.73,1286.29,126,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.817178149
1710,BENSONS FASTNERS & PRECESSION ENGG,HHS M12X45 GR 10.9 BLACK*,HEX HEAD,150,48.2,Heavy,7.23,1284.45,1245,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,10,0,0.825827088
1711,SANDEEP ENGINEERING,SHCS M16  x  70 12.9 H/T BLACK *,SHCS,50,138,Extra Heavy,6.9,1282.95,1052.5,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.724616474
1712,ARCHANA SALES CORPORATION,HHS M8X20 GR 10.9 BLACK*,HEX HEAD,600,12.18333333,Medium,7.31,1280.39,1344,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,10,0,0.826904201
1713,SREENIVASA INDUSTRIAL CORPORATION,HHS M5X12 GR 10.9 BLACK*,HEX HEAD,1000,2.92,Extra Light,2.92,1275.14,600,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,10,0,0.819705382
1714,PAWAN HARDWARE,HHB M18X70 GR 10.9 BLACK*,HEX HEAD,35,178,Extra Heavy,6.23,1273.71,1059.8,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,10,0,0.637901207
1715,J.P. TRADING COMPANY,HEX NUT M16X2 GR10*,NUT,200,33.3,Heavy,6.66,1267.27,746,JYOTI KAWATRA,NUT,ALLOY STEEL,10,0,0.828233024
1716,GAJANAND TOOLS TRADERS,HEX NUT M6X1  GR8*,NUT,2000,2.45,Extra Light,4.9,1258.75,500,DEEPALI WALIA,NUT,ALLOY STEEL,10,0,0.807299879
1717,ARCHANA SALES CORPORATION,HHS M20X40 GR 10.9 BLACK*,HEX HEAD,40,157.75,Extra Heavy,6.31,1258.49,1056.4,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,10,0,0.684877399
1718,SANDEEP ENGINEERING,CSK M8  x  20 12.9 F/T BLACK *,CSK,400,8.6,Medium,3.44,1255.2,544,JYOTI KAWATRA,CSK,ALLOY STEEL,10,0,0.822095547
1719,GAUTAM TRADING CO.,HHB M12X75 GR 10.9 BLACK*,HEX HEAD,100,76.1,Heavy,7.61,1254.44,1248,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,10,0,0.808778698
1720,SANDEEP ENGINEERING,SHCS M24  x  50 12.9 F/T BLACK *,SHCS,20,300,Extra Heavy,6,1252.86,970,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.180886395
1721,SREENIVASA INDUSTRIAL CORPORATION,HHS M5X10 GR 10.9 BLACK*,HEX HEAD,1000,2.68,Extra Light,2.68,1252.2,320,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,10,0,0.81910118
1722,PAWAN HARDWARE,HHB M6X40 GR 10.9 BLACK*,HEX HEAD,600,10.38333333,Medium,6.23,1251.58,1098,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,10,0,0.82557657
1723,SANDEEP ENGINEERING,SHCS M8  x  30 12.9 F/T BLACK *,SHCS,400,16.9,Medium,6.76,1250.4,1064,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.827494157
1724,SANDEEP ENGINEERING,SHCS M8  x  30 12.9 F/T BLACK *,SHCS,400,16.9,Medium,6.76,1250.4,1064,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.827494157
1725,SANDEEP ENGINEERING,SHCS M12X110 12.9 H/T BLACK*,SHCS,50,107,Extra Heavy,5.35,1250.1,816,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.773328195
1726,SANDEEP ENGINEERING,SHCS M8X70 12.9 H/T BLACK*,SHCS,200,33,Heavy,6.6,1249.2,1042,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.828548553
1727,GAJANAND TOOLS TRADERS,HHS M16X45 GR 10.9 BLACK*,HEX HEAD,75,97.46666667,Extra Heavy,7.31,1244.98,1245.75,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,10,0,0.786677891
1728,SANGHVI ENTERPRISES,SHCS M4X25 12.9 F/T BLACK*,SHCS,600,3.15,Extra Light,1.89,1241.05,294,DEEPALI WALIA,SHCS,ALLOY STEEL,10,0,0.819121425
1729,JINDAL PRECISION FASTENERS,SHCS M6  x  20 12.9 F/T BLACK *,SHCS,600,6.533333333,Medium,3.92,1240.62,588,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.822302985
1730,GAJANAND TOOLS TRADERS,SHCS M10  x  40 12.9 F/T BLACK *,SHCS,200,32.9,Heavy,6.58,1238.43,1004,DEEPALI WALIA,SHCS,ALLOY STEEL,10,0,0.828491833
1731,OMKAR ENTERPRISES,HHB M16X50 GR 10.9 BLACK*,HEX HEAD,70,106,Extra Heavy,7.42,1236.23,1260.7,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,10,0,0.775827263
1732,OMKAR ENTERPRISES,HHS M16X45 GR 10.9 BLACK*,HEX HEAD,75,97.46666667,Extra Heavy,7.31,1233.21,1245.75,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,10,0,0.786662843
1733,SANDEEP ENGINEERING,SHCS M12  x  65 12.9 H/T BLACK *,SHCS,100,66.7,Heavy,6.67,1229.7,1034,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.815435573
1734,SANDEEP ENGINEERING,HEX NUT M36X4 GR10*,NUT,15,398,Extra Heavy,5.97,1221.66,770.4,JYOTI KAWATRA,NUT,ALLOY STEEL,10,2,0.31826431
1735,M Y ENTERPRISES,SHCS M16  x  75 12.9 H/T BLACK *,SHCS,40,140,Extra Heavy,5.6,1219.15,890.8,DEEPALI WALIA,SHCS,ALLOY STEEL,10,0,0.720319901
1736,KAMBOJ TOOLS SYNDICATE,SHCS M16  x  130 12.9 H/T BLACK *,SHCS,23,233.9130435,Extra Heavy,5.38,1213.24,820.87,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.469978845
1737,SANDEEP ENGINEERING,SHCS M16X110 12.9 H/T BLACK*,SHCS,30,202,Extra Heavy,6.06,1207.98,924.3,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.572960016
1738,SANDEEP ENGINEERING,SHCS M16X110 12.9 H/T BLACK*,SHCS,30,202,Extra Heavy,6.06,1207.98,924.3,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.572960016
1739,SREENIVASA INDUSTRIAL CORPORATION,HHS M4X16 GR 10.9 BLACK*,HEX HEAD,600,2.1,Extra Light,1.26,1207.62,282,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,10,0,0.818134817
1740,SANDEEP ENGINEERING,SHCS M6  x  40 12.9 H/T BLACK *,SHCS,400,11,Medium,4.4,1207.2,664,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.823791117
1741,VISHVA CORPORATION,HEX NUT M22X2.5 GR10*,NUT,75,79.06666667,Heavy,5.93,1204.44,764.25,DEEPALI WALIA,NUT,ALLOY STEEL,10,0,0.804909811
1742,M/S WELDOLLOYS,HHB M16X55 GR 10.9 BLACK*,HEX HEAD,60,113.8333333,Extra Heavy,6.83,1189.32,1149.6,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,10,0,0.764451107
1743,GAJANAND TOOLS TRADERS,HHS M16X55 GR 10.9 BLACK*,HEX HEAD,60,110.6666667,Extra Heavy,6.64,1189.13,1111.8,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,10,0,0.768922489
1744,SANDEEP ENGINEERING,SHCS M16  x  65 12.9 H/T BLACK *,SHCS,50,129.6,Extra Heavy,6.48,1188.9,991.5,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.739182714
1745,S.B. TRADING,SHCS 1/2 BSW x 2  F/T BLK *,SHCS,97,57.11340206,Heavy,5.54,1182.32,845.84,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.820486945
1746,GAJANAND TOOLS TRADERS,SHCS 5/16 BSW x 3/4  F/T BLK *,SHCS,400,10.625,Medium,4.25,1177.46,648,DEEPALI WALIA,SHCS,ALLOY STEEL,10,0,0.823503423
1747,GAJANAND TOOLS TRADERS,SHCS M8  x  25 12.9 F/T BLACK *,SHCS,400,15,Medium,6,1173.52,944,DEEPALI WALIA,SHCS,ALLOY STEEL,10,0,0.826359933
1748,SANDEEP ENGINEERING,CSK 3/8 UNC X 1 F/T BLACK*,CSK,100,17.1,Medium,1.71,1172.7,261,JYOTI KAWATRA,CSK,ALLOY STEEL,10,0,0.821358819
1749,GAJANAND TOOLS TRADERS,HHS M10X60 GR 10.9 BLACK*,HEX HEAD,150,40.4,Heavy,6.06,1171.72,997.5,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,10,0,0.827065592
1750,SANDEEP ENGINEERING,SHCS M12  x  60 12.9 H/T BLACK *,SHCS,100,63.4,Heavy,6.34,1171.2,967,JYOTI KAWATRA,SHCS,ALLOY STEEL,10,0,0.817335739
1751,PAWAN HARDWARE,HEX NUT M20X2.5 GR10*,NUT,100,64.6,Heavy,6.46,1167.13,833,JYOTI KAWATRA,NUT,ALLOY STEEL,10,0,0.816433135
1752,J.M.D. TRADING CO.,HEX NUT M20X2.5 GR10*,NUT,100,64.6,Heavy,6.46,1167.13,833,JYOTI KAWATRA,NUT,ALLOY STEEL,10,0,0.816433135
1753,S.S. Trading Corporation,HHS M8X25 GR 10.9 BLACK*,HEX HEAD,500,13.74,Medium,6.87,1166.81,1235,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,10,0,0.826902129
1754,OMKAR ENTERPRISES,HHS M16X40 GR 10.9 BLACK*,HEX HEAD,75,90.93333333,Extra Heavy,6.82,1163.08,1173.75,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,10,0,0.793843479
1755,OMKAR ENTERPRISES,HHB M20X90 GR 10.9 BLACK*,HEX HEAD,25,275.2,Extra Heavy,6.88,1160.15,1084.5,DEEPALI WALIA,HEX HEAD,ALLOY STEEL,10,0,0.30338159
1756,BENSONS FASTNERS & PRECESSION ENGG,HHS M12X40 GR 10.9 BLACK*,HEX HEAD,150,44.66666667,Heavy,6.7,1158.24,1164,JYOTI KAWATRA,HEX HEAD,ALLOY STEEL,10,0,0.826501662
